Year,Company Size,Industry,Experience,Title,Country,Salary (USD),City
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,85504.0,Calgary
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,DevOps specialist,Canada,74351.0,Winnipeg
2023,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,Cloud infrastructure engineer,Canada,58738.0,Winnipeg
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,89222.0,Calgary
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,104092.0,Hamilton–Niagara Peninsula
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,59481.0,Montreal
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,75838.0,Kingston–Pembroke
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,55764.0,Montreal
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, mobile",Canada,52790.0,Montreal
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,104092.0,Hamilton–Niagara Peninsula
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,64686.0,Montreal
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,74351.0,Kingston–Pembroke
2023,100 to 499 employees,Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,105579.0,Hamilton–Niagara Peninsula
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,66173.0,Montreal
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,104092.0,Hamilton–Niagara Peninsula
2023,100 to 499 employees,Financial Services,10 or more years,DevOps specialist,Canada,104092.0,Vancouver Island and Coast
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,83274.0,Toronto
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,59481.0,Winnipeg
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, mobile",Canada,44611.0,Montreal
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,42009.0,Montreal
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, desktop or enterprise applications",Canada,74351.0,Kingston–Pembroke
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,67660.0,Toronto
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,81787.0,Toronto
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,74351.0,Kingston–Pembroke
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,89222.0,Toronto
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,74351.0,Kingston–Pembroke
2023,100 to 499 employees,Higher Education,5 to 9 years,"Developer, full-stack",Canada,70634.0,Kitchener–Waterloo–Barrie
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,92939.0,Toronto
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,37176.0,Montreal
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,100374.0,Hamilton–Niagara Peninsula
2023,20 to 99 employees,Healthcare,10 or more years,"Developer, desktop or enterprise applications",Canada,59481.0,Montreal
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,81787.0,Toronto
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Engineering manager,Canada,107810.0,Moncton–Richibucto
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,Research & Development role,Canada,63199.0,Halifax
2023,100 to 499 employees,Retail and Consumer Services,5 to 9 years,"Developer, full-stack",Canada,66916.0,Toronto
2023,"10,000 or more employees",Financial Services,10 or more years,"Developer, full-stack",Canada,81787.0,Toronto
2023,2 to 9 employees,Financial Services,10 or more years,"Developer, full-stack",Canada,83200.0,Toronto
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,85504.0,Toronto
2023,"1,000 to 4,999 employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,76582.0,Kingston–Pembroke
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,55764.0,Hamilton–Niagara Peninsula
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,60968.0,Winnipeg
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,67660.0,Toronto
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,DevOps specialist,Canada,89222.0,Vancouver Island and Coast
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,59481.0,Hamilton–Niagara Peninsula
2023,2 to 9 employees,Advertising Services,10 or more years,"Developer, full-stack",Canada,56507.0,Montreal
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,55764.0,Montreal
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,74351.0,Kingston–Pembroke
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,70634.0,Kitchener–Waterloo–Barrie
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,101861.0,Hamilton–Niagara Peninsula
2023,2 to 9 employees,Legal Services,5 to 9 years,"Developer, back-end",Canada,80000.0,Hamilton–Niagara Peninsula
2023,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",2 to 4 years,"Developer, front-end",Canada,59481.0,Hamilton–Niagara Peninsula
2023,20 to 99 employees,Higher Education,5 to 9 years,DevOps specialist,Canada,55764.0,Winnipeg
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Engineering manager,Canada,110984.0,Moncton–Richibucto
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,81787.0,Hamilton–Niagara Peninsula
2023,20 to 99 employees,Financial Services,10 or more years,Engineering manager,Canada,85504.0,London
2023,500 to 999 employees,Financial Services,10 or more years,"Developer, mobile",Canada,78069.0,Kingston–Pembroke
2023,500 to 999 employees,Retail and Consumer Services,10 or more years,"Developer, back-end",Canada,107810.0,Hamilton–Niagara Peninsula
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,68403.0,Kitchener–Waterloo–Barrie
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,47213.0,Montreal
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,59481.0,Winnipeg
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,44611.0,Montreal
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Educator,Canada,52046.0,Winnipeg
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,92939.0,Toronto
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,110000.0,Hamilton–Niagara Peninsula
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,70634.0,Kitchener–Waterloo–Barrie
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,Educator,Canada,78069.0,Winnipeg
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,53533.0,Montreal
2023,"10,000 or more employees",Higher Education,10 or more years,"Developer, full-stack",Canada,96657.0,Hamilton–Niagara Peninsula
2023,"5,000 to 9,999 employees",Financial Services,5 to 9 years,"Developer, full-stack",Canada,86248.0,Calgary
2023,500 to 999 employees,Financial Services,5 to 9 years,DevOps specialist,Canada,84761.0,Edmonton
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,86619.0,Calgary
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,70634.0,Kitchener–Waterloo–Barrie
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Cloud infrastructure engineer,Canada,104092.0,Vancouver Island and Coast
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,66916.0,Halifax
